term,label_type,label
风湿免疫病,eight_principles,external
风湿热,eight_principles,external
风热,eight_principles,external
风热感冒(common cold with wind-heat syndrome)是风热之邪犯表,eight_principles,external
风热感冒是感受风热之邪所致的表证。,eight_principles,external
风痛风痛是中医的风湿痹痛,eight_principles,external
食欲异常往往表示人体处于病理状态。食欲异常包括食欲减退,eight_principles,external
饮食无味的表现,eight_principles,external
鳞屑损害为主要表现的慢性复发性炎症性皮肤病。,eight_principles,external
鼻窍不通所致。临床表现有鼻塞,eight_principles,external
“阻病”。多因脾胃虚弱或肝胃不和导致冲气上逆,eight_principles,deficiency
一般不易察觉。病理状态下可见大量皮肤脱屑。,eight_principles,deficiency
一般多主虚证,eight_principles,deficiency
一般将虚热进一步分为阴虚火旺和气虚火旺两种病状。,eight_principles,deficiency
三是关节部位出现畸形。临床上可分损伤性脱位,eight_principles,deficiency
下颌及手指关节最易发生脱位。关节脱位的表现,eight_principles,deficiency
不完全性瘫痪和全瘫。轻瘫：表现为肌力减弱,eight_principles,deficiency
不能平卧为临床特征的病症。明代张景岳把喘证分为实喘和虚喘。《景岳全书·喘促》：“实喘者有邪,eight_principles,deficiency
与夫阳 明之 脉虚,eight_principles,deficiency
个别部位干燥脱皮,eight_principles,deficiency
中医名词。指机体阳气虚衰,eight_principles,deficiency
中医将体质虚弱称体虚,eight_principles,deficiency
中医称为脾胃虚弱,eight_principles,deficiency
中医认为是以脏腑阴虚为主因,eight_principles,deficiency
中气下陷,eight_principles,deficiency
中气不足,eight_principles,deficiency
为中医名词术语。泛指因脾气虚损引起的一系列脾脏生理功能失常的病理现象及病证。包括脾气虚,eight_principles,deficiency
为正常现象。因气虚不摄,eight_principles,deficiency
为肝血虚,eight_principles,deficiency
主要是气血两虚所致,eight_principles,deficiency
久则虚眩不已。是鼻科常见病,eight_principles,deficiency
久病多虚中夹实或虚证。深圳胃肠专家陈春莲说治当分别情况,eight_principles,deficiency
久痢多虚证。痢疾的治疗,eight_principles,deficiency
也有虚实寒热之别,eight_principles,deficiency
亦可持续累及心脏而致其衰竭。,eight_principles,deficiency
亦可见于阳虚津不上承者。,eight_principles,deficiency
亦指由视神经衰弱所引起的畏光症状。,eight_principles,deficiency
产后恶露是指产后随子宫蜕膜脱落,eight_principles,deficiency
人之身阴阳的盛衰,eight_principles,deficiency
以五脏虚证为主要临床表现的多种慢性虚弱症候的总称。,eight_principles,deficiency
以胃阴不足为主,eight_principles,deficiency
以脏腑功能衰退,eight_principles,deficiency
伤口或疮口痊愈后血痂自行脱落,eight_principles,deficiency
但有实火与虚火的区别,eight_principles,deficiency
但须根据虚实不同情况分别处理,eight_principles,deficiency
供血不足。本证为临床常见的虚弱证侯。多为久病体弱,eight_principles,deficiency
元气虚也。”《临证指南医案·喘》提出：“在肺为实,eight_principles,deficiency
先天性脱位及病理性脱位等几种情形。关节脱位后,eight_principles,deficiency
关节脱位也称脱臼,eight_principles,deficiency
其脆弱性和敏感性更仅次于眼皮,eight_principles,deficiency
内热进而化虚火。根据病机不同,eight_principles,deficiency
再审证候虚实,eight_principles,deficiency
则呼吸微弱而少气。胸痛少气者,eight_principles,deficiency
则属于虚证,eight_principles,deficiency
则语言不接续和呼吸勉强。呼吸微弱而喘促,eight_principles,deficiency
卫外不固,eight_principles,deficiency
即由于外来之寒邪或者是人体脾肾阳虚所生之内寒停滞在女性胞宫,eight_principles,deficiency
卵巢早衰,eight_principles,deficiency
又可帮助脱痂。,eight_principles,deficiency
又称气阴两伤。气虚和阴虚同时并见的病理变化。常见于热性病过程中,eight_principles,deficiency
又称虚损,eight_principles,deficiency
发育生殖等功能减退所致的病症。肾精不足多由先天发育不良,eight_principles,deficiency
可出现在许多疾病的过程中。临床辨证以虚实为纲。治疗以和胃降逆为原则,eight_principles,deficiency
可继发气阴两虚的恶阻重症。,eight_principles,deficiency
可见于疝病等多种病证。痛而喜按为虚,eight_principles,deficiency
同时配合行气活血利水。由于本病总属本虚标实错杂,eight_principles,deficiency
呕恶不纳,eight_principles,deficiency
呼吸微弱,eight_principles,deficiency
咳嗽等症状。由脾肾虚寒引起的,eight_principles,deficiency
四肢疼痛的发生主要是由于机体内正气不足,eight_principles,deficiency
因此子宫脱垂还可同时伴有膀胱尿道和直肠膨出,eight_principles,deficiency
在我国神经衰弱的诊断也明显减少。,eight_principles,deficiency
在肾为虚。”,eight_principles,deficiency
多为阴虚或血虚所致,eight_principles,deficiency
多由于元气大虚所致。,eight_principles,deficiency
多由热盛伤津或阴液亏虚所致,eight_principles,deficiency
多见于阳虚虚寒的病人,eight_principles,deficiency
夭然不泽。”又名脱血。,eight_principles,deficiency
夭然不泽。”又名脱血。阴血亏损脱失之证。出《灵枢·决气》：“血脱者,eight_principles,deficiency
如果阳虚则机体功能减退,eight_principles,deficiency
如肺气虚,eight_principles,deficiency
子宫脱垂（uterine prolapse）是指子宫从正常位置沿阴道下降,eight_principles,deficiency
容易出现虚寒的征象。常见的有胃阳虚,eight_principles,deficiency
寒热虚实夹杂者宜通涩兼施,eight_principles,deficiency
寒疝是一种急性腹痛的病症。见《金匮要略》。由脾胃虚寒,eight_principles,deficiency
尤以肺气虚损,eight_principles,deficiency
尤其是以脾肾阳虚多见。,eight_principles,deficiency
属于阴虚内热的症候,eight_principles,deficiency
属祖国医学“虚劳”范畴。中医治疗白细胞减少症采用益气养血,eight_principles,deficiency
工作能力减弱,eight_principles,deficiency
并将虚弱分为气虚,eight_principles,deficiency
并弱于健康时的运动范围,eight_principles,deficiency
并无虚坐努责,eight_principles,deficiency
并自觉心胸烦热。多由阴虚火旺,eight_principles,deficiency
往往伴有血容量减少引起的急性周围循环衰竭,eight_principles,deficiency
心绞痛（angina pectoris）是冠状动脉供血不足,eight_principles,deficiency
心血不足,eight_principles,deficiency
心血不足就是心脏有疾,eight_principles,deficiency
急性循环衰竭等为常见诱因。,eight_principles,deficiency
情志不畅和脾胃素虚等病因而引发。胃是主要病变脏腑,eight_principles,deficiency
愈合后造成脱发,eight_principles,deficiency
或久病体虚所引起。脾有运化食物中的营养物质和输布水液以及统摄血液等作用。脾虚则运化失常,eight_principles,deficiency
或产后血虚,eight_principles,deficiency
或椎间盘脱出,eight_principles,deficiency
或病后中气不足,eight_principles,deficiency
或病后虚热不清及火热内郁所致。是虚损劳瘵等病的常见症之一。治宜滋阴降火,eight_principles,deficiency
或睡眠不足,eight_principles,deficiency
或短气不足以吸,eight_principles,deficiency
或经期缩短不足两天,eight_principles,deficiency
或脾肾阳虚等原因引起的以排便次数增多,eight_principles,deficiency
或脾胃功能虚弱,eight_principles,deficiency
或脾胃气虚而化运失健所致。常见于胃及肝,eight_principles,deficiency
或脾胃虚寒不能运化水谷,eight_principles,deficiency
或脾胃虚弱,eight_principles,deficiency
或自身阳虚阴盛或机体机能失调所造成。,eight_principles,deficiency
或阴虚火旺,eight_principles,deficiency
把慢性疾病的虚弱称虚证,eight_principles,deficiency
指因呼吸短促而不相接续的情况。即呼吸短促而不相接续之意。可见于很多疾病的过程中。有虚有实。实证多突然发病,eight_principles,deficiency
指正气虚而兼有内寒的症候。表面为食欲不振,eight_principles,deficiency
按之硬满的症候。多因胃气虚弱,eight_principles,deficiency
故令身体虚热,eight_principles,deficiency
故能维持正常数量的头发。病理性脱发是指头发异常或过度的脱落,eight_principles,deficiency
故骨髓之气不足,eight_principles,deficiency
早产是指妊娠满28周至不足37周间分娩者,eight_principles,deficiency
是指多因久病体虚,eight_principles,deficiency
是指胃中空虚,eight_principles,deficiency
是由于禀赋薄弱,eight_principles,deficiency
有肥白气虚多痰人,eight_principles,deficiency
有虚实之分。,eight_principles,deficiency
本病是一种非瘢痕性脱发,eight_principles,deficiency
本虚为主者,eight_principles,deficiency
机能减退或衰弱,eight_principles,deficiency
正气不足而致病。,eight_principles,deficiency
气少不足于言……由里气因痰或食或饮碍其升降之路使然。”,eight_principles,deficiency
气虚等因素关系最为密切,eight_principles,deficiency
气血阴阳亏损,eight_principles,deficiency
气阴两虚,eight_principles,deficiency
气随液脱,eight_principles,deficiency
水停腹中。本病多属本虚标实之证。标实为主者,eight_principles,deficiency
泄实不忘虚。,eight_principles,deficiency
泛指机体正气不足,eight_principles,deficiency
注下。多因脾胃虚弱,eight_principles,deficiency
津液耗伤或年老体弱,eight_principles,deficiency
津血不足等因所致。,eight_principles,deficiency
烫伤部有皮肤脱落,eight_principles,deficiency
热等邪气乘虚而入,eight_principles,deficiency
燥咳是病名。是因肺虚液少或燥邪伤肺所致的咳嗽。其证咳嗽痰少,eight_principles,deficiency
甚至如线的脉。脉细表示虚证,eight_principles,deficiency
甚至子宫全部脱出于阴道口以外,eight_principles,deficiency
甚至每个小时都出现。天气和环境温度可加重潮热的发作。中医一般认为病机为阴虚,eight_principles,deficiency
生成不足,eight_principles,deficiency
用大和中饮。脾虚者,eight_principles,deficiency
男子因真阳不足而引起精气清冷,eight_principles,deficiency
病后体虚,eight_principles,deficiency
病性有虚有实。俗称：“岔气”。临床上可见于肋间神经痛,eight_principles,deficiency
病机有寒热虚实之分。咳喘与痰密切相关,eight_principles,deficiency
病状名。指面部呈现枯萎晦黄的病色。多因脾胃虚弱,eight_principles,deficiency
病证名。因脏腑虚弱所致的泄泻。见《医学入门》卷五。又称虚泄。多属脾肾虚弱。症见困倦无力,eight_principles,deficiency
症名。即腰膝软弱无力。轻者称腰软,eight_principles,deficiency
痹病泛指机体正气不足,eight_principles,deficiency
瘦弱,eight_principles,deficiency
直肠壁全层下移称完全脱垂。,eight_principles,deficiency
真阴亏损,eight_principles,deficiency
睡眠不足,eight_principles,deficiency
短促等证候。《灵枢·经脉》：“少气不足以息。”又：“其小而短者少气。”可因脏气虚弱,eight_principles,deficiency
神经衰弱的概念经历了一系列变迁,eight_principles,deficiency
神经衰弱（neurasthenia）在中国属于神经症的诊断之一。是由于长期处于紧张和压力下,eight_principles,deficiency
禀赋不足,eight_principles,deficiency
称为直肠脱垂（rectal prolapse）。直肠壁部分下移,eight_principles,deficiency
称黏膜脱垂或不完全脱垂,eight_principles,deficiency
空虚如 鼓,eight_principles,deficiency
突然心跳欲厥之证。《诸病源候论·虚劳病诸候》均有相关记载。,eight_principles,deficiency
素体阴虚,eight_principles,deficiency
素有脾胃虚弱,eight_principles,deficiency
老光等屈光不正及身体衰弱的人。,eight_principles,deficiency
而且是软弱无力的。尽管细小,eight_principles,deficiency
肌肉瘦弱,eight_principles,deficiency
肝火或阴虚火旺所致。常见于中医学的暴风客热,eight_principles,deficiency
肝经虚寒,eight_principles,deficiency
肠鸣声低弱而和缓,eight_principles,deficiency
肢体软弱无力。生理状态下,eight_principles,deficiency
肺虚气弱,eight_principles,deficiency
肾亏,eight_principles,deficiency
肾气亏耗为常见。《诸病源候论·少气候》：“所由藏气不足故也。肺主于气而通呼吸,eight_principles,deficiency
肾精不足为肾精亏虚,eight_principles,deficiency
肾阳虚等。阳虚主证为畏寒肢冷,eight_principles,deficiency
肾阴虚,eight_principles,deficiency
胃中空虚,eight_principles,deficiency
胃阴不足是中医术语。它是由胃病久延不愈,eight_principles,deficiency
胞衣（胎盘）仍不能自动排出的病症。多由分娩后元气大虚而无力排出胞衣,eight_principles,deficiency
脉多细弱。轻者属脾,eight_principles,deficiency
脱出至阴户口或阴户外。,eight_principles,deficiency
脱发是指头发脱落的现象。正常脱落的头发都是处于退行期及休止期的毛发,eight_principles,deficiency
脱屑（desquamation)常见于正常皮肤表层不断角化和更新,eight_principles,deficiency
脱臼等,eight_principles,deficiency
脾虚,eight_principles,deficiency
脾虚气滞是一种疾病,eight_principles,deficiency
脾阳虚,eight_principles,deficiency
脾阳虚等等。,eight_principles,deficiency
腠理不固,eight_principles,deficiency
腰膝酸软（soreness and weakness of waist and knees）为中医肝肾亏损的一种症状。表现为腰部和膝部的酸软无力,eight_principles,deficiency
腰酸（soreness of loins）指腰部酸楚不适。临床以肾虚较为常见。腰酸与腰痛有相似之处,eight_principles,deficiency
致使气血亏少,eight_principles,deficiency
致气血阴阳亏虚,eight_principles,deficiency
营养不足,eight_principles,deficiency
营血虚热致白发,eight_principles,deficiency
藏气不足,eight_principles,deficiency
虚,eight_principles,deficiency
虚人停痰饮,eight_principles,deficiency
虚劳,eight_principles,deficiency
虚劳等所致。多兼见郁闷不寐,eight_principles,deficiency
虚喘者无邪,eight_principles,deficiency
虚实之不同,eight_principles,deficiency
虚弱而生内热,eight_principles,deficiency
虚汗淋漓,eight_principles,deficiency
虚火上扰,eight_principles,deficiency
虚火上浮而致,eight_principles,deficiency
虚烦是因虚而致心胸烦热者。由伤寒汗,eight_principles,deficiency
虚热,eight_principles,deficiency
虚脱是以面色苍白,eight_principles,deficiency
虚证多实久病,eight_principles,deficiency
血液生化不足,eight_principles,deficiency
血脱是病证名。阴血亏损脱失之证。出《灵枢·决气》：“血脱者,eight_principles,deficiency
血虚,eight_principles,deficiency
血虚津亏不能下润大便而致。,eight_principles,deficiency
补虚不忘实,eight_principles,deficiency
见於血虚者,eight_principles,deficiency
视物昏花属于“肝肾亏损”。过度用眼,eight_principles,deficiency
视物昏花等其他肾虚症状。治疗宜排除泌尿系统,eight_principles,deficiency
身体各个器官都在逐渐衰退,eight_principles,deficiency
软弱无力的,eight_principles,deficiency
输卵管等脏器通过人体正常的或不正常的薄弱点或缺损,eight_principles,deficiency
这种寒多为“虚寒”。所以,eight_principles,deficiency
这种病理产物的寒可由人体脾肾阳虚,eight_principles,deficiency
通过先天或后天形成的薄弱点,eight_principles,deficiency
邪气乘虚而入,eight_principles,deficiency
邪热乘虚客于胸中,eight_principles,deficiency
重者称腰膝痿弱。多因肝肾亏损,eight_principles,deficiency
长期疲劳而致人身体衰弱,eight_principles,deficiency
阳气不足,eight_principles,deficiency
阳气不足则早凉,eight_principles,deficiency
阳热不足的病理现象。阳气有温暖肢体,eight_principles,deficiency
阳痿多因命门火衰或心脾受损或恐惧伤肾所致。,eight_principles,deficiency
阳虚四种类型,eight_principles,deficiency
阳虚弱的类型,eight_principles,deficiency
阳虚（yang deficiency）,eight_principles,deficiency
阴不足则先热后寒。”其病机是邪入半表半里,eight_principles,deficiency
阴津亏虚则夜热。,eight_principles,deficiency
阴虚,eight_principles,deficiency
阴虚火旺,eight_principles,deficiency
阴虚阳亢所致。古代文献中,eight_principles,deficiency
阴血亏损等方面。常见于脑系疾病,eight_principles,deficiency
阴阳亏虚,eight_principles,deficiency
阴阳相胜也。阳不足则先寒后热,eight_principles,deficiency
阴阳衰竭及其他强烈刺激等,eight_principles,deficiency
随着医生对神经衰弱认识的变化和各种特殊综合征和亚型的分出,eight_principles,deficiency
面色苍白（pale complexion）是由于脸部毛细血管充盈不足引起,eight_principles,deficiency
须发早白是一种疾病。在中医学则认为发须早白主要有以下列三种主要原因：肾阴亏损致白发,eight_principles,deficiency
颈椎间盘脱出症的总称,eight_principles,deficiency
食欲不振,eight_principles,deficiency
食欲不振是指进食的欲望降低。完全的不思进食则称厌食。,eight_principles,deficiency
骨骼突出等旁证。至于脱水与水肿消退后的体重下降,eight_principles,deficiency
髓核突出或脱出,eight_principles,deficiency
18岁之前出现的则称为精神发育迟滞,eight_principles,excess
“天行赤眼”等。 目赤肿痛常见于西医学的急性结膜炎,eight_principles,excess
“寒”在中医中还指病理产物之寒积聚在人体经脉脏腑中,eight_principles,excess
“阻病”。多因脾胃虚弱或肝胃不和导致冲气上逆,eight_principles,excess
一曰风助火郁于上,eight_principles,excess
一般难以闻及。当肠道功能异常或阻塞不通时,eight_principles,excess
不伴有明显的甲状腺功能亢进或减退,eight_principles,excess
不易睁开。有的病人结膜上出现小出血点或出血斑,eight_principles,excess
不清洁的脐带结扎,eight_principles,excess
不结胸,eight_principles,excess
不能平卧为临床特征的病症。明代张景岳把喘证分为实喘和虚喘。《景岳全书·喘促》：“实喘者有邪,eight_principles,excess
与肝胆脾胃关系密切。癫病以精神抑郁,eight_principles,excess
且以偏肥胖体型为多见。当今胆胀的发病率呈上升趋势其原因可能与人们饮食结构的变化有关。中医药治疗本病效果较好,eight_principles,excess
中医病名。积滞是因小儿喂养不当,eight_principles,excess
中医病症名。指因痰盛气闭而引起四肢厥冷,eight_principles,excess
中医病症名。指由气管积痰而引起的呼吸不畅,eight_principles,excess
为冷结在膀胱关元,eight_principles,excess
为胃中之浊气上逆,eight_principles,excess
久病多虚中夹实或虚证。深圳胃肠专家陈春莲说治当分别情况,eight_principles,excess
九积之一。食滞不消,eight_principles,excess
也可由于情志郁结,eight_principles,excess
也有虚实寒热之别,eight_principles,excess
习惯性抽搐。中医认为引起抽搐的病因病机主要有热毒内盛,eight_principles,excess
乳房部的结核性疾病,eight_principles,excess
二曰火盛,eight_principles,excess
亢奋妄动,eight_principles,excess
亦可引起胃热（胃火）。中医分为热郁胃中,eight_principles,excess
人之身阴阳的盛衰,eight_principles,excess
代谢物积累学说和能源耗尽学说较有代表性。中枢学说认为,eight_principles,excess
令痰气结聚不散,eight_principles,excess
以后可发展为多结节性肿大。,eight_principles,excess
以致或湿浊阻滞,eight_principles,excess
以致气血凝滞而成。其包括了体表上的肿疡及溃疡,eight_principles,excess
以致结脓成痈的急性化脓性病证。多发于产后哺乳的产妇,eight_principles,excess
传染性结膜炎,eight_principles,excess
但有实火与虚火的区别,eight_principles,excess
但流行程度和危害性以病毒性结膜炎为重。本病全年均可发生,eight_principles,excess
但粪质干结,eight_principles,excess
但腹中有气体积聚,eight_principles,excess
但须根据虚实不同情况分别处理,eight_principles,excess
体腔内体液增多则称积液。根据分布范围,eight_principles,excess
俗称疬子颈。多见于青少年及原有结核病者,eight_principles,excess
假性结膜炎以及流行性角膜炎等,eight_principles,excess
停滞不化,eight_principles,excess
停滞在人体的经脉,eight_principles,excess
停积胃肠,eight_principles,excess
健康人肢体各种感觉的传递取决于大脑中枢至肢体神经通路的畅通无阻。如果在这一神经通路上的某一局部出现障碍,eight_principles,excess
元气虚也。”《临证指南医案·喘》提出：“在肺为实,eight_principles,excess
全身性水肿时往往同时有浆膜腔积液,eight_principles,excess
其产生是由于工作过程中代谢物（如乳酸）的不断产生与积累,eight_principles,excess
其他器官的疾病也可引起腰痛。如泌尿系炎症或结石,eight_principles,excess
再如湿阻引起,eight_principles,excess
再审证候虚实,eight_principles,excess
凡离开经脉之血不能及时消散和瘀滞于某一处,eight_principles,excess
则属于实证,eight_principles,excess
则肠鸣音高亢而频急。临床根据作响的部位及声音来判断病变部位和病变性质。,eight_principles,excess
初病多实,eight_principles,excess
初起乳房内出现 一结块如桃李,eight_principles,excess
劳淋六证。基本病机为湿热蕴结下焦,eight_principles,excess
即手足发凉冷。又称四逆,eight_principles,excess
即火痰也。”证见烦热燥结,eight_principles,excess
即由于外来之寒邪或者是人体脾肾阳虚所生之内寒停滞在女性胞宫,eight_principles,excess
卵巢性闭经,eight_principles,excess
厥逆上出,eight_principles,excess
参用六君汤。参见肉积,eight_principles,excess
又分外痹与内痹。痹者闭也。广义的痹病,eight_principles,excess
及天时郁勃而然也。”“此皆素抱痰疾者,eight_principles,excess
发为痢疾。暴痢多实证,eight_principles,excess
发生于儿童者称喊叫小结,eight_principles,excess
古病名-因气逆于上,eight_principles,excess
可以自行或通过治疗而逆转。,eight_principles,excess
可出现在许多疾病的过程中。临床辨证以虚实为纲。治疗以和胃降逆为原则,eight_principles,excess
可分为细菌性结膜炎和病毒性结膜炎两类,eight_principles,excess
可用当归四逆汤加吴萸,eight_principles,excess
可用肘膝位叩诊法证实,eight_principles,excess
可继发气阴两虚的恶阻重症。,eight_principles,excess
合理调节饮食结构,eight_principles,excess
同时配合行气活血利水。由于本病总属本虚标实错杂,eight_principles,excess
呃逆即打嗝,eight_principles,excess
呃逆等,eight_principles,excess
咽结膜热,eight_principles,excess
噫气腹胀。”治宜行气解郁。《杂病源流犀烛·诸气源流》“一切气郁,eight_principles,excess
四肢厥逆,eight_principles,excess
因其在睑结膜表面形成粗糙不平的外观,eight_principles,excess
因感受风邪或风热怫郁而发的病证。《泰定养生主论》：“风痰者,eight_principles,excess
因风热客于肠胃或湿热蕴积肠胃,eight_principles,excess
在应激面前适度的焦虑具有积极的意义,eight_principles,excess
均称“烦热”。多由于里热过盛,eight_principles,excess
坚结胶固,eight_principles,excess
坚结胶固之痰。亦称老痰,eight_principles,excess
垂体性闭经,eight_principles,excess
塞滞不畅,eight_principles,excess
壅阻少阳经脉引起的时行疾病。以发热,eight_principles,excess
声带小结又称歌唱者小结或教师小结,eight_principles,excess
外界温度变化和过度吸烟亦可引起。呃逆频繁或持续24小时以上,eight_principles,excess
多伴有嗳气症状。自胃部上升的气体或酸性液体导致嗳气（呃逆）发生,eight_principles,excess
多因气血逆乱,eight_principles,excess
多属实火,eight_principles,excess
多是由于结核杆菌侵入颈部所引起的特异性感染,eight_principles,excess
多由热盛伤津或阴液亏虚所致,eight_principles,excess
大便干结,eight_principles,excess
大便秘结,eight_principles,excess
大便粘结,eight_principles,excess
大便酸臭或便秘为特征。食积又称积滞。与西医学消化不良相近。本病一年四季皆可发生,eight_principles,excess
大脑有关区域持续兴奋导致的抑制性保护及抑制在大脑中的扩散是其产生的根本原因。代谢物积累学说认为,eight_principles,excess
子宫内膜炎等引起的经期延长。宫内节育器和输卵管结扎后引起的经期延长也按本病治疗。本病一般预后良好。,eight_principles,excess
子宫性闭经以及下生殖道发育异常性闭经,eight_principles,excess
子宫或阴道结构异常,eight_principles,excess
宜温补汤。痛而拒按为实,eight_principles,excess
实不同,eight_principles,excess
实施治。,eight_principles,excess
容易在体内积累毒素,eight_principles,excess
寒湿结于肠腑,eight_principles,excess
寒热虚实夹杂者宜通涩兼施,eight_principles,excess
尿路结石,eight_principles,excess
尿路结石是最常见的泌尿外科疾病之一。男性多于女性,eight_principles,excess
属里实热证,eight_principles,excess
巴豆。”《杂病源流犀烛·积聚症瘕痃癖痞源流》：“食积,eight_principles,excess
常与肝脾等脏有密切关系。胃气郁滞,eight_principles,excess
常因邪闭,eight_principles,excess
当今大城市职业妇女中50%-70%都有不同程度的乳腺增生。乳腺增生症常表现为乳房疼痛和乳腺摸到结节,eight_principles,excess
心律失常（arrhythmia）是由于窦房结激动异常或激动产生于窦房结以外,eight_principles,excess
急性梗阻性化脓性胆管炎等,eight_principles,excess
总宜以化滞为主。”用气郁汤,eight_principles,excess
患者常有传染病接触史。本病与西医学之急性传染性结膜炎相似。,eight_principles,excess
感染产物及坏死组织亦为形成结石之核心,eight_principles,excess
感染性疾病等疾病引起。其理论有：①组织牵引：肌肉损伤而起。②肌肉痉挛：肌肉的反复性抽筋而起。③结缔组织：肌肉的结缔组织受伤（如肌腱）而起。事实上,eight_principles,excess
成为“妊娠恶阻”。亦称为“子病”,eight_principles,excess
成积痞闷也,eight_principles,excess
或为眼烂喉闭,eight_principles,excess
或产时感受外寒而气血凝滞所致,eight_principles,excess
或刚一闭眼而将入睡之时,eight_principles,excess
或因风热怫郁而然也。此皆素抱痰疾者,eight_principles,excess
或干呕呃逆,eight_principles,excess
或情志郁结,eight_principles,excess
或横逆的病理变化。临床以肺气上逆,eight_principles,excess
或热盛耗伤津液,eight_principles,excess
或病后虚热不清及火热内郁所致。是虚损劳瘵等病的常见症之一。治宜滋阴降火,eight_principles,excess
或痰火暴亢,eight_principles,excess
或痰饮瘀血阻滞,eight_principles,excess
或肝经郁结,eight_principles,excess
或肝胆郁结,eight_principles,excess
或脾损气滞,eight_principles,excess
或自身阳虚阴盛或机体机能失调所造成。,eight_principles,excess
所谓“积水成饮,eight_principles,excess
指伤口或疮口表面上由血小板和纤维蛋白凝结而成的块状物,eight_principles,excess
指单位容积血液中红细胞数高于正常值高限。一般认为经多次检查成年男性红细胞＞600万,eight_principles,excess
指因呼吸短促而不相接续的情况。即呼吸短促而不相接续之意。可见于很多疾病的过程中。有虚有实。实证多突然发病,eight_principles,excess
指妇女妊娠期中出现的烦躁心悸的病症。西医妊娠期间出现抑郁症可参考本病。,eight_principles,excess
指气从胃中上逆,eight_principles,excess
指牙关紧闭,eight_principles,excess
指的是成肝气郁结,eight_principles,excess
指胃气上逆动膈,eight_principles,excess
指腹腔内游离液体的过量积聚,eight_principles,excess
指食物停滞胃中不消化。,eight_principles,excess
排尿困难及小便完全闭寒不通。出《伤寒论·辨太阳病脉证并治》。,eight_principles,excess
故名沙眼。本病病变过程早期结膜有浸润,eight_principles,excess
无法正常运化水湿而使寒凉之气停滞在人体经脉脏腑中,eight_principles,excess
日久成积者。《儒门事亲》卷三：“食积,eight_principles,excess
是一种临床症状而并非某一疾病。按生殖轴病变和功能失调的部位分为下丘脑性闭经,eight_principles,excess
是指睡眠不实,eight_principles,excess
是热病后余毒结于颐颌间引起的急性化脓性疾病。临床特点是常发生于热病后期,eight_principles,excess
晚期由于受累的睑结膜发生瘢痕,eight_principles,excess
暑湿俱盛之时,eight_principles,excess
最终粪便中水分仅约100～200ml。若进入结肠的液体量超过结肠的吸收能力或（和）结肠的吸收容量减少,eight_principles,excess
有人将其分为与代谢因素有关的结石和感染性结石。细菌,eight_principles,excess
有时在睑结膜表面形成一层灰白色假膜,eight_principles,excess
有虚实之分。,eight_principles,excess
有重滞欲下不下之感,eight_principles,excess
有食积停滞和腹痛感,eight_principles,excess
果菜积等条。,eight_principles,excess
枳实,eight_principles,excess
横逆犯胃,eight_principles,excess
此类症状常伴有广泛而多变的气流阻塞,eight_principles,excess
气机上逆,eight_principles,excess
气机受阻,eight_principles,excess
气机呆滞等所致。常见于喉喑,eight_principles,excess
气机郁结所致。《丹溪心法·六郁》：“气郁者,eight_principles,excess
气滞,eight_principles,excess
气血壅滞,eight_principles,excess
气血逆乱,eight_principles,excess
气逆上冲,eight_principles,excess
气逆于上,eight_principles,excess
气逆于上所致的一种病证,eight_principles,excess
气逆（reversed flow of qi）,eight_principles,excess
气郁一词出《素问·六元正纪大论》,eight_principles,excess
气郁化火而寻致胃阴耗伤。其主要临床表现是：胃部隐痛,eight_principles,excess
水停腹中。本病多属本虚标实之证。标实为主者,eight_principles,excess
水的偏盛,eight_principles,excess
沉默呆滞,eight_principles,excess
沙眼是由沙眼衣原体引起的一种慢性传染性结膜角膜炎,eight_principles,excess
沙石淋。多因下焦积热,eight_principles,excess
治以理气解郁,eight_principles,excess
泄实不忘虚。,eight_principles,excess
浮肿是机体细胞外液中水分积聚所致的局部或全身肿胀。浮肿与身体很多器官的病变有关,eight_principles,excess
消食导滞等法治疗。,eight_principles,excess
淋巴结肿大等全身症状,eight_principles,excess
湿滞或感受秽浊之邪,eight_principles,excess
湿热痢重症。多因湿浊热毒蕴结肠中,eight_principles,excess
湿热等邪气痹阻腰膝所致。,eight_principles,excess
湿热蕴结于下焦,eight_principles,excess
湿热阻于肾与膀胱,eight_principles,excess
溃面有糜烂的现象。中医认为由脾胃积热,eight_principles,excess
溶石化结。,eight_principles,excess
满闷不舒的症状。可因肝胃气机阻滞,eight_principles,excess
热壅,eight_principles,excess
牙关紧闭,eight_principles,excess
牙关紧闭为一种临床症状,eight_principles,excess
牙结石,eight_principles,excess
牙龈（gingiva）是指覆盖于牙槽突表面和牙颈部周围的口腔黏膜上皮及其下方的结缔组织。牙龈肿痛主要是牙龈有炎症而表现出的一种症状,eight_principles,excess
特别是结肠与直肠病变的出血,eight_principles,excess
狂病以精神亢奋,eight_principles,excess
甚至发生晕厥跌倒的现象。中医理论认为这是痰气上逆所致,eight_principles,excess
甚至溃疡久不愈合。多由心脾积热,eight_principles,excess
用火郁汤加减。亦可选用知柏地黄丸,eight_principles,excess
由横膈膜痉挛收缩引起的。健康人也可发生一过性呃逆,eight_principles,excess
留滞生热,eight_principles,excess
疳积以神萎,eight_principles,excess
病名。指多种原因所致的急性阻塞性喉病。症见咽喉肿痛迅速,eight_principles,excess
病性有虚有实。俗称：“岔气”。临床上可见于肋间神经痛,eight_principles,excess
