term,label_cold,label_deficiency,label_excess,label_external,label_hot,label_internal,label_yang,label_yin
也可能是疾病的一种表现。目前发生的机制不是完全清楚,False,False,False,True,False,False,False,False
也称抽搐。表现为阵发性四肢和面部肌肉抽动,False,False,False,True,False,False,False,False
人上火之后临床症状表现为：目赤肿痛,False,False,False,True,False,False,False,False
从组织学表现看：是乳腺组织增生及退行性变,False,False,False,True,False,False,False,False
从而导致盆腔炎性包块发生。患者常先有急性输卵管炎的临床表现,False,False,False,True,False,False,False,False
代谢物积累学说和能源耗尽学说较有代表性。中枢学说认为,False,False,False,True,False,False,False,False
以一侧或两侧胁肋部疼痛为主要表现的病证,False,False,False,True,False,False,False,False
以五脏虚证为主要临床表现的多种慢性虚弱症候的总称。,False,False,False,True,False,False,False,False
以咳嗽经久不愈为主要表现的疾病,False,False,False,True,False,False,False,False
以小腿肌肉的抽搐拘挛为主要表现。,False,False,False,True,False,False,False,False
以痰质清稀色白的痰为特征。如由外感风寒而致病的,False,False,False,True,False,False,False,False
以胃脘及腹部疼痛为主要表现的疾病。,False,False,False,True,False,False,False,False
以致气血凝滞而成。其包括了体表上的肿疡及溃疡,False,False,False,True,False,False,False,False
以过度睡眠为主要临床表现。患者处于熟睡状态,False,False,False,True,False,False,False,False
以鼻腔干燥为主要表现的鼻部疾患。西医学的干燥性鼻炎可参考本篇进行辨证施治。,False,False,False,True,False,False,False,False
伤风是由风邪侵袭人体引起的常见外感热病。一年四季均可发生。尤以冬春两季为多见。临床以头痛,False,False,False,True,False,False,False,False
似喘而无声的表现。患者多伴有呼吸系统或心血管系统疾病。治疗需针对原发病。若气短引起呼吸困难,False,False,False,True,False,False,False,False
但排便不畅为主要表现的病证。,False,False,False,True,False,False,False,False
但青春期后往往能自然减轻或痊愈。临床表现以好发于面部的粉刺,False,False,False,True,False,False,False,False
体表与深部组织相通,False,False,False,True,False,False,False,False
偏身麻木等为主要表现的脑神疾病。并具有起病急,False,False,False,True,False,False,False,False
停止刺激后即进入熟睡状态。此为意识障碍的一种表现。此外,False,False,False,True,False,False,False,False
其临床主要表现为呕血和（或）黑粪,False,False,False,True,False,False,False,False
其发生是由于胆红素代谢障碍而引起血清内胆红素浓度升高所致。临床上表现为巩膜,False,False,False,True,False,False,False,False
其质或稠或稀的表现。,False,False,False,True,False,False,False,False
出现一系列功能障碍的临床综合征。表现为椎节失稳,False,False,False,True,False,False,False,False
包括多种出汗表现。,False,False,False,True,False,False,False,False
即暑热挟湿。以胸脘痞闷,False,False,False,True,False,False,False,False
即胸腰段及腰骶部两个解剖区。但在临床上由于其表现及治疗原则基本相似,False,False,False,True,False,False,False,False
压之无痛为临床特点。临床表现与西医学的慢性胃炎（包括浅表性胃炎和萎缩性胃炎）,False,False,False,True,False,False,False,False
又称“风热眼”,False,False,False,True,False,False,False,False
反复发作性的黎明之时的腹泻。主要表现为每至黎明前五更时分开始出现脘腹作痛或不痛,False,False,False,True,False,False,False,False
发生于体表,False,False,False,True,False,False,False,False
受到刺激时容易发生疼痛或剧烈疼痛。表现为刺痛,False,False,False,True,False,False,False,False
口角流涎为主要表现的中风后遗症。,False,False,False,True,False,False,False,False
古称膏粱病。表现为痛风,False,False,False,True,False,False,False,False
可以表现为远记忆力和近记忆力的减退。主要见于脑器质性精神障碍。脑器质性损害患者最早出现的是近记忆力的减退,False,False,False,True,False,False,False,False
可伴恶风寒。,False,False,False,True,False,False,False,False
可能影响嗅觉。临床表现为嗅觉减退,False,False,False,True,False,False,False,False
后天失养及外感内伤等多种原因引起的,False,False,False,True,False,False,False,False
吞咽不利等为主要临床表现的疾病。,False,False,False,True,False,False,False,False
咳喘是肺病的主要症状。咳喘的病因有外感内伤之别,False,False,False,True,False,False,False,False
喘息不得卧为主要表现的一种疾病,False,False,False,True,False,False,False,False
因其在睑结膜表面形成粗糙不平的外观,False,False,False,True,False,False,False,False
因外感而喘咯咳唾者 《泰定养生主论》 “热痰者,False,False,False,True,False,False,False,False
因感受风邪或风热怫郁而发的病证。《泰定养生主论》：“风痰者,False,False,False,True,False,False,False,False
因风热客于肠胃或湿热蕴积肠胃,False,False,False,True,False,False,False,False
复感风寒外邪,False,False,False,True,False,False,False,False
外感热邪,False,False,False,True,False,False,False,False
外感风热所致。中医认为,False,False,False,True,False,False,False,False
多发性脓肿为表现的全身感染性疾病。其特点是漫肿疼痛,False,False,False,True,False,False,False,False
多属外感风寒,False,False,False,True,False,False,False,False
多种疾病导致的女性体内病理生理变化的外在表现,False,False,False,True,False,False,False,False
多表明呼吸系统,False,False,False,True,False,False,False,False
多表现以头面,False,False,False,True,False,False,False,False
多见于免疫力低下的儿童及老人,False,False,False,True,False,False,False,False
大致涉及因感受风寒引起发作的偏头痛,False,False,False,True,False,False,False,False
大部分指的是风湿病,False,False,False,True,False,False,False,False
头昏是脑神经失调的一种表现。具体原因可能是血液循环不畅,False,False,False,True,False,False,False,False
如临床表现突出而其他症状不明显,False,False,False,True,False,False,False,False
如内蕴暑湿而外感风寒,False,False,False,True,False,False,False,False
如暑湿弥漫三焦,False,False,False,True,False,False,False,False
宫颈癌等其他疾病引起。临床表现常见白带增多,False,False,False,True,False,False,False,False
尿液浑浊不清的表现。,False,False,False,True,False,False,False,False
属非特异性疲惫感觉。表现为自觉疲劳,False,False,False,True,False,False,False,False
常伴有外感或内伤症状。引起腰痛的原因很多,False,False,False,True,False,False,False,False
常常表现为自我评价过高,False,False,False,True,False,False,False,False
常表现为嗳吐酸腐之气,False,False,False,True,False,False,False,False
常表现为胃脘胀闷,False,False,False,True,False,False,False,False
并排除颅内感染及其它导致惊厥的器质性或代谢性疾病。主要表现为突然发生的全身或局部肌群的强直性或阵挛性抽搐,False,False,False,True,False,False,False,False
并有头晕健忘等症为主要表现。,False,False,False,True,False,False,False,False
幼年类风湿症等。,False,False,False,True,False,False,False,False
当今大城市职业妇女中50%-70%都有不同程度的乳腺增生。乳腺增生症常表现为乳房疼痛和乳腺摸到结节,False,False,False,True,False,False,False,False
往往为某些疾病的特殊表现。,False,False,False,True,False,False,False,False
心肌急剧的暂时缺血与缺氧所引起的以发作性胸痛或胸部不适为主要表现的临床综合征。心绞痛是心脏缺血反射到身体表面所感觉的疼痛,False,False,False,True,False,False,False,False
性欲减退（sexual hypoactivity）是以性生活接应能力和初始性行为水平皆降低为特征的一种状态。表现为性欲望,False,False,False,True,False,False,False,False
恶风寒,False,False,False,True,False,False,False,False
或呕不能食者。常见于疫痢,False,False,False,True,False,False,False,False
或因为内容繁杂而看得目眩头晕。许多疾病过程中会有眼花表现。治疗宜针对原发病进行,False,False,False,True,False,False,False,False
或因风热怫郁而然也。此皆素抱痰疾者,False,False,False,True,False,False,False,False
或外感风热,False,False,False,True,False,False,False,False
或风寒侵袭,False,False,False,True,False,False,False,False
抽搐是不随意运动的表现,False,False,False,True,False,False,False,False
指伤口或疮口表面上由血小板和纤维蛋白凝结而成的块状物,False,False,False,True,False,False,False,False
指周围白细胞计数持续下降所引起的一组症状。典型表现为头晕,False,False,False,True,False,False,False,False
指正气虚而兼有内寒的症候。表面为食欲不振,False,False,False,True,False,False,False,False
指热病过程中发于肌表的斑和疹两种证候。见《伤寒九十论·发斑证》。斑和疹虽系两证,False,False,False,True,False,False,False,False
指生物体表面或内部组织中圆形的小突起。耻骨,False,False,False,True,False,False,False,False
搏动样头痛为主要表现,False,False,False,True,False,False,False,False
故“恶寒”常为临床诊断和鉴别外感表证的重要指征。,False,False,False,True,False,False,False,False
故名。临床表现：大便前出血如注,False,False,False,True,False,False,False,False
故名鼓胀。根据本病的临床表现,False,False,False,True,False,False,False,False
文字的表达和理解能力的临床症候群。失语症不包括由于意识障碍和普通的智力减退造成的语言症状,False,False,False,True,False,False,False,False
日常表示病程较长,False,False,False,True,False,False,False,False
昏迷为主要表现,False,False,False,True,False,False,False,False
是一种发于皮肤有传染性的化脓性皮肤病。其临床特点是皮损主要表现为浅在性脓疱和脓痂,False,False,False,True,False,False,False,False
是一种因人体免疫力差,False,False,False,True,False,False,False,False
是以面部表情肌群运动功能障碍为主要特征的一种疾病。它是一种常见病,False,False,False,True,False,False,False,False
是因外感或内伤,False,False,False,True,False,False,False,False
是多种疾病的临床表现。主要表现为膝,False,False,False,True,False,False,False,False
是指外感热邪入血中,False,False,False,True,False,False,False,False
是指牙龈自发性的或由于轻微刺激引起的少量流血。轻者表现为仅在吮吸,False,False,False,True,False,False,False,False
是疾病进展过程中的重要临床表现,False,False,False,True,False,False,False,False
是精神障碍的常见表现。,False,False,False,True,False,False,False,False
普遍的临床症状均可表现关节疼痛（arthralgia）。任何原因导致的关节炎,False,False,False,True,False,False,False,False
暑,False,False,False,True,False,False,False,False
暑湿,False,False,False,True,False,False,False,False
暑湿俱盛之时,False,False,False,True,False,False,False,False
暑湿易于困遏脾气,False,False,False,True,False,False,False,False
有时在睑结膜表面形成一层灰白色假膜,False,False,False,True,False,False,False,False
本病是一组以脑部缺血及出血性损伤症状为主要临床表现的疾病,False,False,False,True,False,False,False,False
气郁化火而寻致胃阴耗伤。其主要临床表现是：胃部隐痛,False,False,False,True,False,False,False,False
水肿可表现为局部性或全身性,False,False,False,True,False,False,False,False
燥咳是病名。是因肺虚液少或燥邪伤肺所致的咳嗽。其证咳嗽痰少,False,False,False,True,False,False,False,False
牙龈（gingiva）是指覆盖于牙槽突表面和牙颈部周围的口腔黏膜上皮及其下方的结缔组织。牙龈肿痛主要是牙龈有炎症而表现出的一种症状,False,False,False,True,False,False,False,False
现代医学相当于风湿性,False,False,False,True,False,False,False,False
甚则不能自主为主要临床表现的一种心脏常见病证。,False,False,False,True,False,False,False,False
甚则咯吐脓血痰为主要临床表现的一种病证。,False,False,False,True,False,False,False,False
甚则手足动作及行为举止躁动不宁的表现。语出《易·系辞下》“躁人之辞多” 唐 孔颖达 疏：“以其烦躁,False,False,False,True,False,False,False,False
甚至不能发出声音的症状。祖国医学称“暴喑”。多由风寒或风热火毒等邪犯喉,False,False,False,True,False,False,False,False
甚至关节肿大灼热为主要临床表现。属于中医学“痹证”的范畴,False,False,False,True,False,False,False,False
甚至关节肿大灼热为主要临床表现的病证。,False,False,False,True,False,False,False,False
甚至如线的脉。脉细表示虚证,False,False,False,True,False,False,False,False
由于剧烈或持续的精神紧张性刺激直接引起的。其临床表现的主要内容与精神创伤密切相关,False,False,False,True,False,False,False,False
疫毒,False,False,False,True,False,False,False,False
疮疡是指各种致病因素侵袭人体后引起的一切体表化脓感染性疾病的总称,False,False,False,True,False,False,False,False
病证名。胸部胀满不适。因风寒,False,False,False,True,False,False,False,False
皮肤表现青紫斑点或斑块的病证。西医的血液病,False,False,False,True,False,False,False,False
盗汗及身体逐渐消瘦为主要表现的病症。,False,False,False,True,False,False,False,False
神志不清的表现,False,False,False,True,False,False,False,False
称为恶寒。中医中有“有一分恶寒便有一分表证”的说法,False,False,False,True,False,False,False,False
突然表情淡漠,False,False,False,True,False,False,False,False
类风湿性关节炎。,False,False,False,True,False,False,False,False
素有痰疾因外感而喘咯咳唾。①痰水与热邪相搏所致的病证 《诸病源候论·痰饮诸病候》 “热痰者,False,False,False,True,False,False,False,False
纳呆便溏为主要表现的儿科病证。多见于1～5岁儿童。 疳积多因饮食不节,False,False,False,True,False,False,False,False
而是由于神经内分泌系统功能失调所致。表现为月经周期不规律,False,False,False,True,False,False,False,False
肌肉疲劳（muscle fatigue） 身体肌肉承受工作活动产生的疲劳。主要表现为乏力,False,False,False,True,False,False,False,False
肥厚。有些病人直接表现为慢性湿疹。皮损具有多形性,False,False,False,True,False,False,False,False
肺气失和所致。症状表现为发热重,False,False,False,True,False,False,False,False
胁痛（hypochondriac pain）是以一侧或两侧胁肋部疼痛为主要表现的病证,False,False,False,True,False,False,False,False
胆失通降所引起的以右胁胀痛为主要临床表现的一种疾病。胆胀为肝胆系病证中常见的疾病。其临床表现与西医学所称的慢性胆囊炎,False,False,False,True,False,False,False,False
脘痞等暑湿郁遏肌表证候为主要特点。如暑湿困阻中焦,False,False,False,True,False,False,False,False
脱屑（desquamation)常见于正常皮肤表层不断角化和更新,False,False,False,True,False,False,False,False
腮肿为症状名。指两颊下半部肿胀的表现。,False,False,False,True,False,False,False,False
腰膝酸软（soreness and weakness of waist and knees）为中医肝肾亏损的一种症状。表现为腰部和膝部的酸软无力,False,False,False,True,False,False,False,False
自口而出的病证。临床表现虽有急缓,False,False,False,True,False,False,False,False
自觉精神困倦的表现。,False,False,False,True,False,False,False,False
至翌日清晨则热退身凉的表现。温病后期气阴耗伤,False,False,False,True,False,False,False,False
苔薄白微黄。风热感冒多见于夏秋季,False,False,False,True,False,False,False,False
蒸达于外所致。常见于外感温热病气分阶段,False,False,False,True,False,False,False,False
血在粪便表面,False,False,False,True,False,False,False,False
血液突涌至两颊所产生的脸红现象。既可以是遭遇尴尬或者特殊气氛下产生的一种表情,False,False,False,True,False,False,False,False
衄血等。是风热之邪犯表,False,False,False,True,False,False,False,False
表实,False,False,False,True,False,False,False,False
表情淡漠,False,False,False,True,False,False,False,False
表现为下腹部不适,False,False,False,True,False,False,False,False
表现为下腹部的隐痛和钝痛。炎性包块盆腔炎腹痛在月经期也会加重,False,False,False,True,False,False,False,False
表现为以抑制性思维占主导的思维形式障碍。患者联想困难,False,False,False,True,False,False,False,False
表现为入睡后突然惊醒坐起,False,False,False,True,False,False,False,False
表现为出血,False,False,False,True,False,False,False,False
表现为月经周期或出血量的异常,False,False,False,True,False,False,False,False
表现为横 纹肌的不随意收缩。临床上常见的有如下几种：惊厥,False,False,False,True,False,False,False,False
表现为活动范围的减小。与功能完全丧失的关节强直截然不同。治疗针对原发病,False,False,False,True,False,False,False,False
表现为肌肉筋骨关节酸痛,False,False,False,True,False,False,False,False
表现为胃口变差,False,False,False,True,False,False,False,False
表现先是声门关闭,False,False,False,True,False,False,False,False
表现是上下牙列紧密闭锁,False,False,False,True,False,False,False,False
表皮呈橘皮样改变。乳房可扪及肿块,False,False,False,True,False,False,False,False
要依据临床表现,False,False,False,True,False,False,False,False
视物模糊不清的表现,False,False,False,True,False,False,False,False
言语不清的表现。,False,False,False,True,False,False,False,False
证名。自觉头部胀重不适。外感内伤均可引起。外感多因湿热郁蒸所致。,False,False,False,True,False,False,False,False
这是产妇在产褥期的临床表现,False,False,False,True,False,False,False,False
这类患者常有明显的感受风寒的病史。风寒头痛多发于吹风受寒之后,False,False,False,True,False,False,False,False
里急后重为临床特征。主要病因是外感时邪疫毒,False,False,False,True,False,False,False,False
阴不足则先热后寒。”其病机是邪入半表半里,False,False,False,True,False,False,False,False
需要助产或剖宫产结束分娩的情况。临床上的表现是分娩过程缓慢,False,False,False,True,False,False,False,False
面色泛白而没有血色的表现,False,False,False,True,False,False,False,False
项强指头部后项的肌肉筋脉牵引不舒的症状。一般是由于外感风寒,False,False,False,True,False,False,False,False
风湿免疫病,False,False,False,True,False,False,False,False
风湿热,False,False,False,True,False,False,False,False
风热,False,False,False,True,False,False,False,False
风热感冒(common cold with wind-heat syndrome)是风热之邪犯表,False,False,False,True,False,False,False,False
风热感冒是感受风热之邪所致的表证。,False,False,False,True,False,False,False,False
风痛风痛是中医的风湿痹痛,False,False,False,True,False,False,False,False
食欲异常往往表示人体处于病理状态。食欲异常包括食欲减退,False,False,False,True,False,False,False,False
饮食无味的表现,False,False,False,True,False,False,False,False
鳞屑损害为主要表现的慢性复发性炎症性皮肤病。,False,False,False,True,False,False,False,False
鼻窍不通所致。临床表现有鼻塞,False,False,False,True,False,False,False,False
“阻病”。多因脾胃虚弱或肝胃不和导致冲气上逆,False,True,False,False,False,False,False,False
一般不易察觉。病理状态下可见大量皮肤脱屑。,False,True,False,False,False,False,False,False
一般多主虚证,False,True,False,False,False,False,False,False
一般将虚热进一步分为阴虚火旺和气虚火旺两种病状。,False,True,False,False,False,False,False,False
三是关节部位出现畸形。临床上可分损伤性脱位,False,True,False,False,False,False,False,False
下颌及手指关节最易发生脱位。关节脱位的表现,False,True,False,False,False,False,False,False
不完全性瘫痪和全瘫。轻瘫：表现为肌力减弱,False,True,False,False,False,False,False,False
不能平卧为临床特征的病症。明代张景岳把喘证分为实喘和虚喘。《景岳全书·喘促》：“实喘者有邪,False,True,False,False,False,False,False,False
与夫阳 明之 脉虚,False,True,False,False,False,False,False,False
个别部位干燥脱皮,False,True,False,False,False,False,False,False
中医名词。指机体阳气虚衰,False,True,False,False,False,False,False,False
中医将体质虚弱称体虚,False,True,False,False,False,False,False,False
中医称为脾胃虚弱,False,True,False,False,False,False,False,False
中医认为是以脏腑阴虚为主因,False,True,False,False,False,False,False,False
中气下陷,False,True,False,False,False,False,False,False
中气不足,False,True,False,False,False,False,False,False
为中医名词术语。泛指因脾气虚损引起的一系列脾脏生理功能失常的病理现象及病证。包括脾气虚,False,True,False,False,False,False,False,False
为正常现象。因气虚不摄,False,True,False,False,False,False,False,False
为肝血虚,False,True,False,False,False,False,False,False
主要是气血两虚所致,False,True,False,False,False,False,False,False
久则虚眩不已。是鼻科常见病,False,True,False,False,False,False,False,False
久病多虚中夹实或虚证。深圳胃肠专家陈春莲说治当分别情况,False,True,False,False,False,False,False,False
久痢多虚证。痢疾的治疗,False,True,False,False,False,False,False,False
也有虚实寒热之别,False,True,False,False,False,False,False,False
亦可持续累及心脏而致其衰竭。,False,True,False,False,False,False,False,False
亦可见于阳虚津不上承者。,False,True,False,False,False,False,False,False
亦指由视神经衰弱所引起的畏光症状。,False,True,False,False,False,False,False,False
产后恶露是指产后随子宫蜕膜脱落,False,True,False,False,False,False,False,False
人之身阴阳的盛衰,False,True,False,False,False,False,False,False
以五脏虚证为主要临床表现的多种慢性虚弱症候的总称。,False,True,False,False,False,False,False,False
以胃阴不足为主,False,True,False,False,False,False,False,False
以脏腑功能衰退,False,True,False,False,False,False,False,False
伤口或疮口痊愈后血痂自行脱落,False,True,False,False,False,False,False,False
但有实火与虚火的区别,False,True,False,False,False,False,False,False
但须根据虚实不同情况分别处理,False,True,False,False,False,False,False,False
供血不足。本证为临床常见的虚弱证侯。多为久病体弱,False,True,False,False,False,False,False,False
元气虚也。”《临证指南医案·喘》提出：“在肺为实,False,True,False,False,False,False,False,False
先天性脱位及病理性脱位等几种情形。关节脱位后,False,True,False,False,False,False,False,False
关节脱位也称脱臼,False,True,False,False,False,False,False,False
其脆弱性和敏感性更仅次于眼皮,False,True,False,False,False,False,False,False
内热进而化虚火。根据病机不同,False,True,False,False,False,False,False,False
再审证候虚实,False,True,False,False,False,False,False,False
则呼吸微弱而少气。胸痛少气者,False,True,False,False,False,False,False,False
则属于虚证,False,True,False,False,False,False,False,False
则语言不接续和呼吸勉强。呼吸微弱而喘促,False,True,False,False,False,False,False,False
卫外不固,False,True,False,False,False,False,False,False
即由于外来之寒邪或者是人体脾肾阳虚所生之内寒停滞在女性胞宫,False,True,False,False,False,False,False,False
卵巢早衰,False,True,False,False,False,False,False,False
又可帮助脱痂。,False,True,False,False,False,False,False,False
又称气阴两伤。气虚和阴虚同时并见的病理变化。常见于热性病过程中,False,True,False,False,False,False,False,False
又称虚损,False,True,False,False,False,False,False,False
发育生殖等功能减退所致的病症。肾精不足多由先天发育不良,False,True,False,False,False,False,False,False
可出现在许多疾病的过程中。临床辨证以虚实为纲。治疗以和胃降逆为原则,False,True,False,False,False,False,False,False
可继发气阴两虚的恶阻重症。,False,True,False,False,False,False,False,False
可见于疝病等多种病证。痛而喜按为虚,False,True,False,False,False,False,False,False
同时配合行气活血利水。由于本病总属本虚标实错杂,False,True,False,False,False,False,False,False
呕恶不纳,False,True,False,False,False,False,False,False
呼吸微弱,False,True,False,False,False,False,False,False
咳嗽等症状。由脾肾虚寒引起的,False,True,False,False,False,False,False,False
四肢疼痛的发生主要是由于机体内正气不足,False,True,False,False,False,False,False,False
因此子宫脱垂还可同时伴有膀胱尿道和直肠膨出,False,True,False,False,False,False,False,False
在我国神经衰弱的诊断也明显减少。,False,True,False,False,False,False,False,False
在肾为虚。”,False,True,False,False,False,False,False,False
多为阴虚或血虚所致,False,True,False,False,False,False,False,False
多由于元气大虚所致。,False,True,False,False,False,False,False,False
多由热盛伤津或阴液亏虚所致,False,True,False,False,False,False,False,False
多见于阳虚虚寒的病人,False,True,False,False,False,False,False,False
夭然不泽。”又名脱血。,False,True,False,False,False,False,False,False
夭然不泽。”又名脱血。阴血亏损脱失之证。出《灵枢·决气》：“血脱者,False,True,False,False,False,False,False,False
如果阳虚则机体功能减退,False,True,False,False,False,False,False,False
如肺气虚,False,True,False,False,False,False,False,False
子宫脱垂（uterine prolapse）是指子宫从正常位置沿阴道下降,False,True,False,False,False,False,False,False
容易出现虚寒的征象。常见的有胃阳虚,False,True,False,False,False,False,False,False
寒热虚实夹杂者宜通涩兼施,False,True,False,False,False,False,False,False
寒疝是一种急性腹痛的病症。见《金匮要略》。由脾胃虚寒,False,True,False,False,False,False,False,False
尤以肺气虚损,False,True,False,False,False,False,False,False
尤其是以脾肾阳虚多见。,False,True,False,False,False,False,False,False
属于阴虚内热的症候,False,True,False,False,False,False,False,False
属祖国医学“虚劳”范畴。中医治疗白细胞减少症采用益气养血,False,True,False,False,False,False,False,False
工作能力减弱,False,True,False,False,False,False,False,False
并将虚弱分为气虚,False,True,False,False,False,False,False,False
并弱于健康时的运动范围,False,True,False,False,False,False,False,False
并无虚坐努责,False,True,False,False,False,False,False,False
并自觉心胸烦热。多由阴虚火旺,False,True,False,False,False,False,False,False
往往伴有血容量减少引起的急性周围循环衰竭,False,True,False,False,False,False,False,False
心绞痛（angina pectoris）是冠状动脉供血不足,False,True,False,False,False,False,False,False
心血不足,False,True,False,False,False,False,False,False
心血不足就是心脏有疾,False,True,False,False,False,False,False,False
急性循环衰竭等为常见诱因。,False,True,False,False,False,False,False,False
情志不畅和脾胃素虚等病因而引发。胃是主要病变脏腑,False,True,False,False,False,False,False,False
愈合后造成脱发,False,True,False,False,False,False,False,False
或久病体虚所引起。脾有运化食物中的营养物质和输布水液以及统摄血液等作用。脾虚则运化失常,False,True,False,False,False,False,False,False
或产后血虚,False,True,False,False,False,False,False,False
或椎间盘脱出,False,True,False,False,False,False,False,False
或病后中气不足,False,True,False,False,False,False,False,False
或病后虚热不清及火热内郁所致。是虚损劳瘵等病的常见症之一。治宜滋阴降火,False,True,False,False,False,False,False,False
或睡眠不足,False,True,False,False,False,False,False,False
或短气不足以吸,False,True,False,False,False,False,False,False
或经期缩短不足两天,False,True,False,False,False,False,False,False
或脾肾阳虚等原因引起的以排便次数增多,False,True,False,False,False,False,False,False
或脾胃功能虚弱,False,True,False,False,False,False,False,False
或脾胃气虚而化运失健所致。常见于胃及肝,False,True,False,False,False,False,False,False
或脾胃虚寒不能运化水谷,False,True,False,False,False,False,False,False
或脾胃虚弱,False,True,False,False,False,False,False,False
或自身阳虚阴盛或机体机能失调所造成。,False,True,False,False,False,False,False,False
或阴虚火旺,False,True,False,False,False,False,False,False
把慢性疾病的虚弱称虚证,False,True,False,False,False,False,False,False
指因呼吸短促而不相接续的情况。即呼吸短促而不相接续之意。可见于很多疾病的过程中。有虚有实。实证多突然发病,False,True,False,False,False,False,False,False
指正气虚而兼有内寒的症候。表面为食欲不振,False,True,False,False,False,False,False,False
按之硬满的症候。多因胃气虚弱,False,True,False,False,False,False,False,False
故令身体虚热,False,True,False,False,False,False,False,False
故能维持正常数量的头发。病理性脱发是指头发异常或过度的脱落,False,True,False,False,False,False,False,False
故骨髓之气不足,False,True,False,False,False,False,False,False
早产是指妊娠满28周至不足37周间分娩者,False,True,False,False,False,False,False,False
是指多因久病体虚,False,True,False,False,False,False,False,False
是指胃中空虚,False,True,False,False,False,False,False,False
是由于禀赋薄弱,False,True,False,False,False,False,False,False
有肥白气虚多痰人,False,True,False,False,False,False,False,False
有虚实之分。,False,True,False,False,False,False,False,False
本病是一种非瘢痕性脱发,False,True,False,False,False,False,False,False
本虚为主者,False,True,False,False,False,False,False,False
机能减退或衰弱,False,True,False,False,False,False,False,False
正气不足而致病。,False,True,False,False,False,False,False,False
气少不足于言……由里气因痰或食或饮碍其升降之路使然。”,False,True,False,False,False,False,False,False
气虚等因素关系最为密切,False,True,False,False,False,False,False,False
气血阴阳亏损,False,True,False,False,False,False,False,False
气阴两虚,False,True,False,False,False,False,False,False
气随液脱,False,True,False,False,False,False,False,False
水停腹中。本病多属本虚标实之证。标实为主者,False,True,False,False,False,False,False,False
泄实不忘虚。,False,True,False,False,False,False,False,False
泛指机体正气不足,False,True,False,False,False,False,False,False
注下。多因脾胃虚弱,False,True,False,False,False,False,False,False
津液耗伤或年老体弱,False,True,False,False,False,False,False,False
津血不足等因所致。,False,True,False,False,False,False,False,False
烫伤部有皮肤脱落,False,True,False,False,False,False,False,False
热等邪气乘虚而入,False,True,False,False,False,False,False,False
燥咳是病名。是因肺虚液少或燥邪伤肺所致的咳嗽。其证咳嗽痰少,False,True,False,False,False,False,False,False
甚至如线的脉。脉细表示虚证,False,True,False,False,False,False,False,False
甚至子宫全部脱出于阴道口以外,False,True,False,False,False,False,False,False
甚至每个小时都出现。天气和环境温度可加重潮热的发作。中医一般认为病机为阴虚,False,True,False,False,False,False,False,False
生成不足,False,True,False,False,False,False,False,False
用大和中饮。脾虚者,False,True,False,False,False,False,False,False
男子因真阳不足而引起精气清冷,False,True,False,False,False,False,False,False
病后体虚,False,True,False,False,False,False,False,False
病性有虚有实。俗称：“岔气”。临床上可见于肋间神经痛,False,True,False,False,False,False,False,False
病机有寒热虚实之分。咳喘与痰密切相关,False,True,False,False,False,False,False,False
病状名。指面部呈现枯萎晦黄的病色。多因脾胃虚弱,False,True,False,False,False,False,False,False
病证名。因脏腑虚弱所致的泄泻。见《医学入门》卷五。又称虚泄。多属脾肾虚弱。症见困倦无力,False,True,False,False,False,False,False,False
症名。即腰膝软弱无力。轻者称腰软,False,True,False,False,False,False,False,False
痹病泛指机体正气不足,False,True,False,False,False,False,False,False
瘦弱,False,True,False,False,False,False,False,False
直肠壁全层下移称完全脱垂。,False,True,False,False,False,False,False,False
真阴亏损,False,True,False,False,False,False,False,False
睡眠不足,False,True,False,False,False,False,False,False
短促等证候。《灵枢·经脉》：“少气不足以息。”又：“其小而短者少气。”可因脏气虚弱,False,True,False,False,False,False,False,False
神经衰弱的概念经历了一系列变迁,False,True,False,False,False,False,False,False
神经衰弱（neurasthenia）在中国属于神经症的诊断之一。是由于长期处于紧张和压力下,False,True,False,False,False,False,False,False
禀赋不足,False,True,False,False,False,False,False,False
称为直肠脱垂（rectal prolapse）。直肠壁部分下移,False,True,False,False,False,False,False,False
称黏膜脱垂或不完全脱垂,False,True,False,False,False,False,False,False
空虚如 鼓,False,True,False,False,False,False,False,False
突然心跳欲厥之证。《诸病源候论·虚劳病诸候》均有相关记载。,False,True,False,False,False,False,False,False
素体阴虚,False,True,False,False,False,False,False,False
素有脾胃虚弱,False,True,False,False,False,False,False,False
老光等屈光不正及身体衰弱的人。,False,True,False,False,False,False,False,False
而且是软弱无力的。尽管细小,False,True,False,False,False,False,False,False
肌肉瘦弱,False,True,False,False,False,False,False,False
肝火或阴虚火旺所致。常见于中医学的暴风客热,False,True,False,False,False,False,False,False
肝经虚寒,False,True,False,False,False,False,False,False
肠鸣声低弱而和缓,False,True,False,False,False,False,False,False
肢体软弱无力。生理状态下,False,True,False,False,False,False,False,False
肺虚气弱,False,True,False,False,False,False,False,False
肾亏,False,True,False,False,False,False,False,False
肾气亏耗为常见。《诸病源候论·少气候》：“所由藏气不足故也。肺主于气而通呼吸,False,True,False,False,False,False,False,False
肾精不足为肾精亏虚,False,True,False,False,False,False,False,False
肾阳虚等。阳虚主证为畏寒肢冷,False,True,False,False,False,False,False,False
肾阴虚,False,True,False,False,False,False,False,False
胃中空虚,False,True,False,False,False,False,False,False
